Genres,Episodes,Decimal,AiredYear,Type,Source,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Romance, Supernatural",13,130,2004.0,5,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8735,6.08,5
Comedy,1,1,2016.0,2,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144,4.42,0
"Comedy, Fantasy",1,5,1988.0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,111,5.8,0
"Sci-Fi, Fantasy, Action, Ecchi",1,300,2017.0,4,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5183,7.0,10
"Sci-Fi, Romance",1,34,1980.0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1473,6.68,2
"Historical, Romance, Fantasy, Otro",26,1094,1978.0,5,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8376,8.09,114
"Sci-Fi, Action",1,40,2017.0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4274,7.29,3
"Comedy, Sci-Fi, Romance, Fantasy, Action",1,47,1984.0,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,7811,7.87,116
"Comedy, Romance, Otro",4,67,2015.0,2,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,119,4.54,0
"Comedy, Romance, Otro",4,67,2011.0,4,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11220,6.65,8
"Comedy, Romance",1,3,2015.0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4550,7.87,6
"Comedy, Fantasy, Shounen, Action",1,29,2000.0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,57451,7.22,239
"Sci-Fi, Otro",23,96,2006.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,342724,7.99,8663
"Comedy, Shounen, Otro",1,81,2016.0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2371,7.16,4
"Comedy, Romance, Supernatural, Otro",2,195,2009.0,3,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,47208,8.15,94
"Historical, Romance, Otro",12,1090,2017.0,5,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,74830,8.87,1395
"Comedy, Sci-Fi, Fantasy, Shounen",12,53,2004.0,5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,6483,6.71,12
"Romance, Hentai, Supernatural",2,2178,2006.0,3,13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4268,6.51,38
"Fantasy, Shounen, Action, Supernatural",1,156,2012.0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,108779,7.88,495
"Fantasy, Shounen, Action",1,28,2013.0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,95471,7.57,165
Fantasy,26,4,2009.0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31446,7.25,100
"Comedy, Fantasy, Shounen, Action, Supernatural",12,157,2010.0,5,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,300154,7.48,3587
Ecchi,0,256,2018.0,5,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8117,5.26,28
"Comedy, Sci-Fi, Romance, Fantasy, Shounen, Action, Supernatural",26,191,2003.0,5,6,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,12960,6.71,27
"Sci-Fi, Romance, Shounen, Action",1,58,2017.0,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,28352,8.18,87
"Romance, Fantasy, Action",3,14,1985.0,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9191,7.64,138
Romance,1,2,2017.0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3152,5.77,1
"Comedy, Supernatural, Ecchi",1,385,2011.0,3,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,176439,6.75,300
"Romance, Fantasy, Ecchi",12,262,2015.0,5,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87328,6.43,116
"Romance, Otro",11,66,2009.0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28032,7.45,124
"Fantasy, Shounen, Supernatural",1,148,1991.0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1057,6.81,2
"Fantasy, Shoujo, Action",48,524,2012.0,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14616,7.2,203
"Historical, Fantasy, Action",13,1036,2017.0,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,72818,6.8,287
"Fantasy, Shounen, Action",148,28,2011.0,5,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,720920,9.11,64375
"Comedy, Romance, Shounen",12,19,2015.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,92898,8.23,855
Comedy,3,1,1990.0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,876,6.35,5
"Romance, Fantasy, Shoujo, Supernatural",11,646,2016.0,5,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,80448,8.64,459
"Comedy, Historical, Shounen, Action",1,1049,2015.0,4,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,14220,8.14,32
"Romance, Gore, Action, Otro",11,16458,2016.0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,121450,7.77,1926
"Comedy, Romance, Fantasy, Shounen, Action",12,31,2004.0,5,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,148187,7.53,1894
"Romance, Shounen, Action, Thriller",26,65562,2009.0,5,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,201912,8.11,3688
"Comedy, Romance, Shounen, Ecchi",4,275,2002.0,3,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23492,6.49,33
Romance,1,2,2010.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012,5.8,0
"Sports, Romance, Shounen, Action",1,4122,2002.0,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,18012,7.64,56
"Comedy, Romance, Otro",26,67,2009.0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2646,6.52,1
"Fantasy, Action, Supernatural",12,140,2007.0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,203008,7.11,1506
"Comedy, Historical, Romance, Action, Ecchi",12,1291,2010.0,5,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,120462,6.95,257
"Comedy, Romance",12,3,2014.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71644,7.38,289
"Romance, Shoujo",12,514,2018.0,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65420,6.9,135
"Sci-Fi, Otro",1,96,2015.0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37433,7.1,178
"Comedy, Romance",6,3,2002.0,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9670,7.91,25
Comedy,1,1,2010.0,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4595,6.83,4
Romance,11,2,2018.0,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,6.03,1
"Sci-Fi, Fantasy",48,36,1987.0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2630,6.81,7
"Comedy, Romance, Shounen",11,19,2014.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,87685,8.33,448
Sports,0,4096,2018.0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31678,7.2,85
"Comedy, Romance",13,3,2001.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4344,6.56,14
"Sci-Fi, Romance, Action",1,42,2005.0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10833,7.48,23
"Sports, Shounen",1,4112,2016.0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7566,7.92,23
"Sci-Fi, Romance, Action",1,42,2000.0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6106,7.26,10
"Mistery, Comedy, Fantasy, Shounen, Otro",1,32853,2007.0,0,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,24237,7.61,11
Hentai,4,2048,2009.0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3937,6.48,9
Romance,1,2,2017.0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45376,6.69,180
"Comedy, Sci-Fi, Fantasy, Shounen, Action",12,61,2003.0,5,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,4048,6.91,15
"Comedy, Romance",12,3,2010.0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,419349,7.34,4188
"Fantasy, Shoujo, Otro",1,580,2006.0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2899,6.91,4
"Comedy, Shoujo",25,513,2006.0,5,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106612,7.86,2193
"Comedy, Romance, Fantasy, Shounen, Supernatural",22,151,2006.0,5,6,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,48328,7.66,163
Action,12,8,2018.0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69028,7.56,235
"Comedy, Fantasy, Action",48,13,1999.0,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,27404,6.89,62
"Romance, Ecchi",13,258,2007.0,5,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15125,6.3,16
Sci-Fi,1,32,2003.0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5687,5.47,3
"Fantasy, Shounen",24,20,1996.0,5,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,168,6.14,1
"Sports, Shounen",23,4112,2014.0,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6517,6.16,10
Comedy,9,1,2013.0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32815,6.73,54
"Comedy, Romance",26,3,1998.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,593,6.57,2
"Comedy, Otro",10,65,2015.0,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,336,5.5,1
"Comedy, Romance",13,3,2009.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51282,7.63,62
"Comedy, Fantasy",13,5,2018.0,5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5250,7.09,20
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",39,117,1998.0,5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,6435,6.37,15
"Comedy, Ecchi",6,257,2013.0,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8234,6.7,3
Comedy,3,1,2017.0,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1012,5.32,2
Fantasy,1,4,1997.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2242,7.18,12
"Comedy, Ecchi, Otro",13,321,2011.0,5,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26935,5.97,29
"Comedy, Sci-Fi, Romance, Fantasy, Action",1,47,1991.0,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3398,6.99,1
"Comedy, Romance, Shoujo",10,515,2009.0,2,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6863,6.66,19
Hentai,2,2048,2012.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3819,6.74,11
"Comedy, Romance, Ecchi",9,259,2008.0,4,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26531,7.21,131
"Action, Supernatural, Thriller",1,65672,2014.0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1743,5.77,0
"Comedy, Fantasy, Supernatural",1,133,2016.0,3,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,120509,7.86,202
"Historical, Fantasy, Shounen, Action",10,1052,2007.0,5,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1653,6.68,11
"Romance, Shoujo",2,514,2012.0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25742,7.25,71
"Comedy, Romance, Fantasy, Shoujo, Otro",172,583,2002.0,5,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10915,7.43,111
"Sci-Fi, Romance, Action",25,42,2016.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,55184,8.26,660
Comedy,13,1,2015.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,226,5.35,0
Romance,13,2,2002.0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6526,6.33,11
"Comedy, Romance, Fantasy",24,7,2001.0,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16764,7.16,114
"Fantasy, Action",4,12,2006.0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15788,7.34,25
"Fantasy, Otro",15,68,1999.0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4421,7.88,5
Otro,1,64,2009.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17035,7.68,102
"Fantasy, Shoujo, Music",1,8708,2011.0,3,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1390,7.18,3
"Comedy, Sports, Shounen",21,4113,1977.0,5,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,142,5.8,0
"Comedy, Shounen, Action",12,25,1986.0,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,642,6.64,2
"Comedy, Sci-Fi, Romance, Fantasy",26,39,2000.0,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7657,7.39,113
"Romance, Gore",1,16386,2012.0,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77108,6.32,139
"Comedy, Fantasy, Shounen, Action",1,29,2011.0,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29537,7.26,48
"Historical, Fantasy",1,1028,1967.0,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,54,4.55,0
Otro,52,64,2012.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149,4.64,0
"Comedy, Sci-Fi, Fantasy, Action, Otro",1,109,2004.0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,57247,7.08,66
"Sports, Romance, Shoujo, Music",19,12802,1986.0,5,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2658,6.69,14
"Comedy, Sci-Fi, Romance",1,35,2015.0,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30247,7.64,56
"Comedy, Sci-Fi, Romance, Shounen, Action, Ecchi",12,315,2008.0,5,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,30794,6.69,47
"Sci-Fi, Historical, Action",1,1064,2010.0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1432,6.18,2
"Romance, Fantasy, Shoujo, Action",1,526,2016.0,0,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1379,7.38,1
Fantasy,52,4,2005.0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1584,6.77,5
"Romance, Shounen, Action",12,26,2006.0,5,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8754,7.5,30
"Comedy, Romance",1,3,2012.0,4,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6375,7.43,4
"Sci-Fi, Fantasy, Action, Otro",13,108,2013.0,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,135145,7.3,1019
"Comedy, Romance, Shounen, Action, Ecchi",12,283,2015.0,5,15,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,25589,5.89,16
"Comedy, Shounen",1,17,2014.0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,72,6.36,0
"Fantasy, Shounen, Action, Supernatural, Otro",59,220,2013.0,5,9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,11830,7.36,63
"Mistery, Comedy, Fantasy, Shounen, Otro",1,32853,1998.0,0,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,33950,8.0,46
"Sci-Fi, Romance, Shoujo, Otro",1,610,2014.0,4,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17330,6.24,41
"Romance, Gore, Shounen, Supernatural, Otro",12,16594,2012.0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,226392,7.93,3060
"Comedy, Romance, Fantasy",1,7,2017.0,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1668,6.69,0
"Comedy, Sports",12,4097,2017.0,5,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7154,6.73,10
"Comedy, Romance",1,3,2009.0,4,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,660,6.5,0
"Comedy, Romance, Otro",13,67,2004.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26382,7.47,172
"Romance, Gore, Action, Supernatural",13,16522,2006.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,43671,7.5,355
"Historical, Romance, Shounen",6,1042,2011.0,4,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2991,6.41,0
Comedy,4,1,2013.0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9319,6.38,29
"Fantasy, Shounen, Action",1,28,2006.0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,176390,7.55,657
"Romance, Music, Shounen, Ecchi",12,8466,2017.0,5,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,136544,6.73,587
"Comedy, Sci-Fi, Shounen",13,49,2011.0,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,65234,7.53,282
Hentai,2,2048,2016.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4271,6.84,13
"Comedy, Sports, Romance, Otro",1,4163,2016.0,4,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,493,5.64,0
Romance,1,2,2017.0,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,6.51,1
"Sci-Fi, Romance, Action",1,42,1993.0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16650,8.17,36
"Sci-Fi, Romance, Action",7,42,2010.0,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,52688,8.31,1066
Hentai,2,2048,2011.0,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2728,6.54,9
"Gore, Otro",1,16448,2017.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4342,4.4,0
"Gore, Supernatural",13,16512,2013.0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,49164,7.18,159
"Action, Supernatural",12,136,2016.0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,61511,5.69,74
"Fantasy, Shounen, Action",14,28,2004.0,3,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,72065,8.38,195
"Fantasy, Otro",12,68,2013.0,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,152358,7.47,817
"Sci-Fi, Romance, Fantasy, Action",24,46,2012.0,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,66781,6.81,179
"Mistery, Action",4,32776,1990.0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5115,6.35,38
"Sci-Fi, Fantasy, Shounen",44,52,1976.0,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1242,6.9,2
"Mistery, Comedy, Fantasy, Shounen, Otro",1,32853,2003.0,0,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,28158,7.96,26
"Comedy, Sci-Fi",50,33,1980.0,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,495,6.56,1
"Music, Gore",1,24576,2016.0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,61,3.77,0
"Comedy, Sports, Romance",25,4099,2010.0,5,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33211,8.46,307
"Comedy, Romance, Shoujo, Music",47,8707,2006.0,5,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,262266,8.51,12291
"Fantasy, Action",12,12,2016.0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,69667,6.23,117
"Mistery, Comedy, Sci-Fi, Fantasy, Shounen, Action, Ecchi",13,33085,1997.0,5,9,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,7383,6.66,17
"Comedy, Fantasy, Shounen, Action, Otro",1,93,2004.0,4,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3337,7.23,2
"Comedy, Romance",0,3,2017.0,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,340,5.54,1
"Comedy, Shounen",7,17,2016.0,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5712,6.97,6
"Sci-Fi, Romance, Action",1,42,2001.0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2491,7.42,2
"Mistery, Sci-Fi, Fantasy, Action",1,32812,2003.0,4,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1879,7.22,1
"Comedy, Romance, Ecchi",1,259,1987.0,3,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4164,6.1,12
"Comedy, Sci-Fi, Fantasy, Shounen",25,53,1997.0,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4336,6.75,8
"Comedy, Shounen, Otro",1,81,2011.0,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5565,7.04,3
"Comedy, Fantasy, Action, Otro",1,77,2008.0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,227,5.77,0
"Historical, Romance, Fantasy",33,1030,1995.0,5,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22086,8.45,318
"Sci-Fi, Fantasy, Action",1,44,1983.0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3336,6.93,5
"Comedy, Romance, Shounen, Supernatural",120,147,2016.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,144096,8.56,2969
"Comedy, Sci-Fi, Shounen",1,49,2014.0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1261,7.49,8
Comedy,1,1,2015.0,4,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123,6.11,0
"Romance, Shounen, Action, Supernatural",12,154,2015.0,5,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,307662,7.8,1756
"Sports, Romance, Shoujo, Music",51,12802,2013.0,5,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6610,7.75,121
Otro,1,64,2011.0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58313,7.26,100
"Comedy, Romance, Ecchi",12,259,2009.0,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132383,7.45,635
"Comedy, Romance, Shounen, Supernatural",24,147,2018.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,61570,8.67,473
"Comedy, Fantasy, Action, Otro",191,77,2006.0,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,64651,7.24,283
"Comedy, Sci-Fi, Romance, Shounen, Supernatural, Ecchi",12,435,2010.0,5,6,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,187755,7.75,920
"Comedy, Fantasy, Action, Otro",1,77,2006.0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1181,6.35,0
"Comedy, Sci-Fi, Romance, Fantasy, Otro",26,103,2007.0,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,95553,8.15,1333
"Comedy, Romance, Shounen, Supernatural",12,147,1997.0,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2922,6.81,10
"Romance, Shoujo",1,514,1994.0,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7111,5.59,4
"Comedy, Romance, Supernatural, Otro",13,195,2008.0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,89671,8.3,480
"Sports, Romance",26,4098,1998.0,5,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7131,7.27,35
"Sports, Action, Ecchi",12,4360,2013.0,5,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,32600,5.92,57
"Historical, Fantasy, Shoujo, Gore, Supernatural",2,18052,1997.0,3,6,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2787,6.19,2
"Mistery, Sci-Fi, Shounen, Action, Otro",26,32888,2004.0,5,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,149392,8.55,2392
"Fantasy, Music",0,8196,2016.0,2,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,127,4.41,0
"Comedy, Historical, Fantasy, Ecchi",12,1285,2009.0,5,13,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,23845,6.94,41
"Fantasy, Action, Supernatural, Ecchi",8,396,2016.0,3,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,71129,7.27,170
"Comedy, Romance",1,3,2015.0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4790,7.83,4
"Comedy, Fantasy, Otro",1,69,2007.0,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,177,5.86,1
"Comedy, Shounen, Supernatural, Otro",25,209,2007.0,5,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,49846,7.71,544
"Comedy, Romance, Fantasy",24,7,2009.0,5,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,106541,8.06,1320
"Comedy, Fantasy, Otro",23,69,1988.0,5,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1481,7.48,2
Romance,12,2,2017.0,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42975,5.64,57
