Genres,Source,Type,Episodes,Decimal,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Popularity,Score,Favorites
"Comedy, Sci-Fi, Fantasy, Shounen",9,5,12,53,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4384,6.71,12
"Romance, Hentai, Supernatural",13,3,2,2178,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5194,6.51,38
"Fantasy, Shounen, Action, Supernatural",6,0,1,156,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,796,7.88,495
"Fantasy, Shounen, Action",6,0,1,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,903,7.57,165
Fantasy,5,5,26,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2055,7.25,100
"Comedy, Fantasy, Shounen, Action, Supernatural",6,5,12,157,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,213,7.48,3587
Ecchi,14,5,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4008,5.26,28
"Comedy, Sci-Fi, Romance, Fantasy, Shounen, Action, Supernatural",6,5,26,191,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,3310,6.71,27
"Sci-Fi, Romance, Shounen, Action",9,0,1,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2181,8.18,87
"Romance, Fantasy, Action",6,3,3,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3812,7.64,138
Romance,9,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5846,5.77,1
"Comedy, Supernatural, Ecchi",6,3,1,385,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,454,6.75,300
"Romance, Fantasy, Ecchi",5,5,12,262,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,972,6.43,116
"Romance, Otro",6,5,11,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2199,7.45,124
"Fantasy, Shounen, Supernatural",4,0,1,148,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,8170,6.81,2
"Fantasy, Shoujo, Action",9,5,48,524,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3113,7.2,203
"Historical, Fantasy, Action",2,5,13,1036,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1130,6.8,287
"Fantasy, Shounen, Action",6,5,148,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,35,9.11,64375
"Comedy, Romance, Shounen",6,5,12,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,921,8.23,855
Comedy,6,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8527,6.35,5
"Romance, Fantasy, Shoujo, Supernatural",6,5,11,646,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1038,8.64,459
"Comedy, Historical, Shounen, Action",6,4,1,1049,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,3165,8.14,32
"Romance, Gore, Action, Otro",4,5,11,16458,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,703,7.77,1926
"Comedy, Romance, Fantasy, Shounen, Action",6,5,12,31,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,554,7.53,1894
"Romance, Shounen, Action, Thriller",13,5,26,65562,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,373,8.11,3688
"Comedy, Romance, Shounen, Ecchi",6,3,4,275,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2440,6.49,33
Romance,9,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5950,5.8,0
"Sports, Romance, Shounen, Action",6,3,1,4122,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2806,7.64,56
"Comedy, Romance, Otro",1,5,26,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6254,6.52,1
"Fantasy, Action, Supernatural",4,5,12,140,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,371,7.11,1506
"Comedy, Historical, Romance, Action, Ecchi",5,5,12,1291,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,712,6.95,257
"Comedy, Romance",6,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1150,7.38,289
"Romance, Shoujo",6,5,12,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,6.9,135
"Sci-Fi, Otro",8,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1850,7.1,178
"Comedy, Romance",6,3,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3729,7.91,25
Comedy,9,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5042,6.83,4
Romance,15,2,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7324,6.03,1
"Sci-Fi, Fantasy",9,5,48,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6266,6.81,7
"Comedy, Romance, Shounen",6,5,11,19,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,967,8.33,448
Sports,4,5,0,4096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2049,7.2,85
"Comedy, Romance",6,5,13,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5159,6.56,14
"Sci-Fi, Romance, Action",9,4,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3556,7.48,23
"Sports, Shounen",6,0,1,4112,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4136,7.92,23
"Sci-Fi, Romance, Action",5,4,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4498,7.26,10
"Mistery, Comedy, Fantasy, Shounen, Otro",6,0,1,32853,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2404,7.61,11
Hentai,6,3,4,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5346,6.48,9
Romance,10,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,6.69,180
"Comedy, Sci-Fi, Fantasy, Shounen, Action",5,5,12,61,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,5291,6.91,15
"Comedy, Romance",5,5,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110,7.34,4188
"Fantasy, Shoujo, Otro",9,0,1,580,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6043,6.91,4
"Comedy, Shoujo",6,5,25,513,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,813,7.86,2193
"Comedy, Romance, Fantasy, Shounen, Supernatural",6,5,22,151,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1565,7.66,163
Action,8,5,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1189,7.56,235
"Comedy, Fantasy, Action",4,5,48,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2235,6.89,62
"Romance, Ecchi",13,5,13,258,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058,6.3,16
Sci-Fi,6,4,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4633,5.47,3
"Fantasy, Shounen",8,5,24,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11651,6.14,1
"Sports, Shounen",6,5,23,4112,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4372,6.16,10
Comedy,6,4,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2003,6.73,54
"Comedy, Romance",6,5,26,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9228,6.57,2
"Comedy, Otro",7,5,10,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10266,5.5,1
"Comedy, Romance",6,5,13,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1513,7.63,62
"Comedy, Fantasy",9,5,13,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4793,7.09,20
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",9,5,39,117,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,4404,6.37,15
"Comedy, Ecchi",5,4,6,257,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3986,6.7,3
Comedy,9,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8257,5.32,2
Fantasy,6,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6618,7.18,12
"Comedy, Ecchi, Otro",10,5,13,321,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2256,5.97,29
"Comedy, Sci-Fi, Romance, Fantasy, Action",6,0,1,47,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,5686,6.99,1
"Comedy, Romance, Shoujo",13,2,10,515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4295,6.66,19
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5415,6.74,11
"Comedy, Romance, Ecchi",9,4,9,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2274,7.21,131
"Action, Supernatural, Thriller",6,2,1,65672,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,7155,5.77,0
"Comedy, Fantasy, Supernatural",5,3,1,133,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,711,7.86,202
"Historical, Fantasy, Shounen, Action",8,5,10,1052,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,7262,6.68,11
"Romance, Shoujo",6,3,2,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,7.25,71
"Comedy, Romance, Fantasy, Shoujo, Otro",6,5,172,583,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3546,7.43,111
"Sci-Fi, Romance, Action",9,5,25,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1438,8.26,660
Comedy,9,5,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10998,5.35,0
Romance,5,5,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4369,6.33,11
"Comedy, Romance, Fantasy",9,5,24,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2914,7.16,114
"Fantasy, Action",9,3,4,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2993,7.34,25
"Fantasy, Otro",6,3,15,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5127,7.88,5
Otro,4,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2888,7.68,102
"Fantasy, Shoujo, Music",9,3,1,8708,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7621,7.18,3
"Comedy, Sports, Shounen",9,5,21,4113,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,12084,5.8,0
"Comedy, Shounen, Action",6,3,12,25,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,9100,6.64,2
"Comedy, Sci-Fi, Romance, Fantasy",9,5,26,39,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,4116,7.39,113
"Romance, Gore",13,3,1,16386,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1077,6.32,139
"Comedy, Fantasy, Shounen, Action",6,0,1,29,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2132,7.26,48
"Historical, Fantasy",10,0,1,1028,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13898,4.55,0
Otro,9,5,52,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11988,4.64,0
"Comedy, Sci-Fi, Fantasy, Action, Otro",4,0,1,109,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1399,7.08,66
"Sports, Romance, Shoujo, Music",6,5,19,12802,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6247,6.69,14
"Comedy, Sci-Fi, Romance",5,3,1,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2100,7.64,56
"Comedy, Sci-Fi, Romance, Shounen, Action, Ecchi",6,5,12,315,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2085,6.69,47
"Sci-Fi, Historical, Action",9,0,1,1064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,7546,6.18,2
"Romance, Fantasy, Shoujo, Action",9,0,1,526,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7635,7.38,1
Fantasy,2,5,52,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7340,6.77,5
"Romance, Shounen, Action",9,5,12,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3886,7.5,30
"Comedy, Romance",9,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4425,7.43,4
"Sci-Fi, Fantasy, Action, Otro",6,5,13,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,617,7.3,1019
"Comedy, Romance, Shounen, Action, Ecchi",15,5,12,283,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2322,5.89,16
"Comedy, Shounen",9,0,1,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13590,6.36,0
"Fantasy, Shounen, Action, Supernatural, Otro",9,5,59,220,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,3427,7.36,63
"Mistery, Comedy, Fantasy, Shounen, Otro",6,0,1,32853,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1970,8.0,46
"Sci-Fi, Romance, Shoujo, Otro",13,4,1,610,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2865,6.24,41
"Romance, Gore, Shounen, Supernatural, Otro",6,5,12,16594,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,317,7.93,3060
"Comedy, Romance, Fantasy",6,0,1,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7254,6.69,0
"Comedy, Sports",6,5,12,4097,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4236,6.73,10
"Comedy, Romance",15,4,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9044,6.5,0
"Comedy, Romance, Otro",6,5,13,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2282,7.47,172
"Romance, Gore, Action, Supernatural",9,5,13,16522,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1681,7.5,355
"Historical, Romance, Shounen",6,4,6,1042,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5968,6.41,0
Comedy,10,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3792,6.38,29
"Fantasy, Shounen, Action",6,0,1,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,455,7.55,657
"Romance, Music, Shounen, Ecchi",6,5,12,8466,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,610,6.73,587
"Comedy, Sci-Fi, Shounen",6,5,13,49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1250,7.53,282
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5190,6.84,13
"Comedy, Sports, Romance, Otro",10,4,1,4163,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,9557,5.64,0
Romance,13,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8844,6.51,1
"Sci-Fi, Romance, Action",8,0,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2924,8.17,36
"Sci-Fi, Romance, Action",8,3,7,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1481,8.31,1066
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6194,6.54,9
"Gore, Otro",4,0,1,16448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5165,4.4,0
"Gore, Supernatural",9,5,13,16512,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1547,7.18,159
"Action, Supernatural",14,5,12,136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1321,5.69,74
"Fantasy, Shounen, Action",6,3,14,28,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1145,8.38,195
"Fantasy, Otro",5,5,12,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,529,7.47,817
"Sci-Fi, Romance, Fantasy, Action",6,5,24,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1219,6.81,179
"Mistery, Action",6,3,4,32776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4835,6.35,38
"Sci-Fi, Fantasy, Shounen",9,5,44,52,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7850,6.9,2
"Mistery, Comedy, Fantasy, Shounen, Otro",6,0,1,32853,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2192,7.96,26
"Comedy, Sci-Fi",9,5,50,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9548,6.56,1
"Music, Gore",9,0,1,24576,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13793,3.77,0
"Comedy, Sports, Romance",6,5,25,4099,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1985,8.46,307
"Comedy, Romance, Shoujo, Music",6,5,47,8707,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,262,8.51,12291
"Fantasy, Action",2,5,12,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1177,6.23,117
"Mistery, Comedy, Sci-Fi, Fantasy, Shounen, Action, Ecchi",9,5,13,33085,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,4179,6.66,17
"Comedy, Fantasy, Shounen, Action, Otro",6,4,1,93,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5727,7.23,2
"Comedy, Romance",9,5,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10231,5.54,1
"Comedy, Shounen",6,4,7,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4624,6.97,6
"Sci-Fi, Romance, Action",5,4,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6393,7.42,2
"Mistery, Sci-Fi, Fantasy, Action",9,4,1,32812,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,7003,7.22,1
"Comedy, Romance, Ecchi",6,3,1,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5238,6.1,12
"Comedy, Sci-Fi, Fantasy, Shounen",6,5,25,53,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5169,6.75,8
"Comedy, Shounen, Otro",2,4,1,81,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4681,7.04,3
"Comedy, Fantasy, Action, Otro",4,4,1,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,10961,5.77,0
"Historical, Romance, Fantasy",8,5,33,1030,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2528,8.45,318
"Sci-Fi, Fantasy, Action",6,0,1,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5734,6.93,5
"Comedy, Romance, Shounen, Supernatural",6,5,120,147,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,580,8.56,2969
"Comedy, Sci-Fi, Shounen",6,0,1,49,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7814,7.49,8
Comedy,14,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12499,6.11,0
"Romance, Shounen, Action, Supernatural",6,5,12,154,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,200,7.8,1756
"Sports, Romance, Shoujo, Music",4,5,51,12802,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4356,7.75,121
Otro,5,4,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1372,7.26,100
"Comedy, Romance, Ecchi",5,5,12,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,632,7.45,635
"Comedy, Romance, Shounen, Supernatural",6,5,24,147,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1319,8.67,473
"Comedy, Fantasy, Action, Otro",4,5,191,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1259,7.24,283
"Comedy, Sci-Fi, Romance, Shounen, Supernatural, Ecchi",6,5,12,435,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,408,7.75,920
"Comedy, Fantasy, Action, Otro",4,4,1,77,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,7950,6.35,0
"Comedy, Sci-Fi, Romance, Fantasy, Otro",9,5,26,103,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,902,8.15,1333
"Comedy, Romance, Shounen, Supernatural",6,5,12,147,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,6015,6.81,10
"Romance, Shoujo",6,3,1,514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4244,5.59,4
"Comedy, Romance, Supernatural, Otro",6,5,13,195,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,944,8.3,480
"Sports, Romance",9,5,26,4098,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4239,7.27,35
"Sports, Action, Ecchi",6,5,12,4360,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,5.92,57
"Historical, Fantasy, Shoujo, Gore, Supernatural",6,3,2,18052,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,6139,6.19,2
"Mistery, Sci-Fi, Shounen, Action, Otro",6,5,26,32888,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,545,8.55,2392
"Fantasy, Music",9,2,0,8196,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12434,4.41,0
"Comedy, Historical, Fantasy, Ecchi",13,5,12,1285,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2429,6.94,41
"Fantasy, Action, Supernatural, Ecchi",5,3,8,396,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1155,7.27,170
"Comedy, Romance",9,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4951,7.83,4
"Comedy, Fantasy, Otro",9,0,1,69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,11512,5.86,1
"Comedy, Shounen, Supernatural, Otro",6,5,25,209,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1538,7.71,544
"Comedy, Romance, Fantasy",6,5,24,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,814,8.06,1320
"Comedy, Fantasy, Otro",10,5,23,69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7473,7.48,2
Romance,9,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,5.64,57
"Comedy, Shoujo",6,5,22,513,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10007,6.77,1
"Sports, Shounen",4,5,51,4112,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2709,7.38,173
Romance,9,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9159,5.32,0
"Comedy, Shounen",6,5,26,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4699,8.04,25
"Comedy, Romance, Ecchi",13,5,13,259,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5301,5.95,6
"Comedy, Romance, Otro",6,5,0,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7178,7.31,17
"Comedy, Sports, Romance, Shounen",6,5,25,4115,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,153,8.49,3575
"Sci-Fi, Romance, Fantasy, Action",9,5,52,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2999,7.74,175
Fantasy,9,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3481,7.41,16
"Comedy, Sci-Fi, Romance, Shounen, Action, Otro",9,0,1,123,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,3525,6.86,29
"Comedy, Historical, Romance, Fantasy, Supernatural, Otro",6,5,12,1223,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1113,7.17,370
"Comedy, Romance, Fantasy, Ecchi",5,5,24,263,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1154,6.94,228
"Fantasy, Otro",4,2,1,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5747,6.07,0
"Comedy, Fantasy",4,5,24,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12895,6.64,0
"Comedy, Romance, Supernatural",6,5,25,131,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4009,8.12,89
"Sci-Fi, Fantasy, Shounen, Action",6,0,1,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,7183,6.67,2
"Shounen, Supernatural, Thriller, Otro",8,5,13,65744,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1705,7.28,190
Hentai,13,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5871,6.73,12
"Fantasy, Ecchi",10,2,12,260,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5085,5.88,4
"Fantasy, Gore, Otro",13,3,3,16452,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3809,6.59,17
"Comedy, Gore",15,5,12,16385,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,883,7.39,598
"Comedy, Romance, Music",4,5,25,8195,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,850,7.71,1415
"Romance, Fantasy, Shounen",6,4,1,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4343,7.37,20
"Fantasy, Action",9,5,24,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1866,6.35,94
"Romance, Shounen, Action, Otro",6,5,50,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3477,7.35,55
"Romance, Fantasy",9,3,2,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7820,5.91,3
"Comedy, Fantasy",9,5,13,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5446,7.23,3
Hentai,6,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5704,6.78,11
Hentai,6,3,2,2048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3709,6.01,101
"Mistery, Sci-Fi, Shounen",6,4,1,32816,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5666,6.7,6
Otro,11,4,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6406,5.94,0
