Genres,Source,Type,Episodes,Decimal,Popularity,Score,Favorites
"Romance, Fantasy, Music",13,3,1,8198,7634,4.78,0
"Historical, Romance, Fantasy",8,0,1,1030,8538,6.68,3
Comedy,10,5,26,1,10429,6.04,0
"Sci-Fi, Fantasy, Action",9,3,3,44,3063,7.45,31
"Historical, Action, Otro",5,3,1,1096,2947,7.23,10
"Romance, Otro",6,5,13,66,766,7.18,1717
Comedy,9,5,0,1,10196,4.58,0
"Comedy, Sports, Romance, Shounen",6,5,25,4115,171,8.87,6571
"Comedy, Music",9,5,24,8193,9852,5.95,1
"Sci-Fi, Romance, Action",8,4,0,42,5359,5.46,7
Comedy,9,4,1,1,12658,3.88,0
"Romance, Music",8,0,1,8194,3214,7.54,24
"Comedy, Fantasy, Action, Otro",4,4,2,77,4150,7.12,4
"Comedy, Romance, Ecchi",5,5,26,259,2898,6.52,63
"Romance, Shoujo, Supernatural, Otro",6,5,13,706,154,7.3,7929
Comedy,15,2,2,1,3562,6.83,9
"Sports, Fantasy, Shounen",6,4,1,4116,9515,6.48,1
"Comedy, Action",6,5,51,9,1767,7.25,171
"Comedy, Romance, Fantasy, Ecchi",5,5,12,263,495,7.04,310
Romance,9,2,1,2,13787,5.0,0
"Comedy, Fantasy",5,5,13,5,2452,7.5,38
"Comedy, Sci-Fi, Action",9,5,12,41,5707,6.06,13
"Sci-Fi, Shounen, Action",6,0,1,56,2738,8.03,100
"Comedy, Romance, Shounen",6,4,2,19,7908,6.57,2
"Historical, Fantasy, Shounen, Action",6,5,26,1052,8407,6.95,7
"Comedy, Romance, Fantasy, Shounen, Supernatural",6,5,24,151,769,7.43,1011
"Action, Otro",9,5,50,72,10640,5.61,0
"Comedy, Sports, Romance, Shounen",6,5,52,4115,2967,7.69,204
"Music, Action",7,1,1,8200,10644,4.77,0
"Comedy, Gore",9,2,4,16385,12105,4.16,0
"Comedy, Romance, Shounen",6,5,12,19,1831,7.52,150
"Comedy, Fantasy, Shounen, Action, Otro",6,0,1,93,4647,7.28,2
"Shounen, Action, Otro",9,5,25,88,1061,7.28,201
"Romance, Fantasy, Shounen, Action",5,5,24,30,254,7.44,1917
"Comedy, Romance, Supernatural",9,5,12,131,3265,5.75,31
"Comedy, Fantasy, Supernatural",9,0,1,133,118,8.45,4194
"Comedy, Sci-Fi, Romance",10,5,13,35,10268,5.72,0
"Comedy, Music",15,3,1,8193,6590,5.93,0
"Comedy, Shounen, Supernatural",6,5,0,145,2878,6.89,32
"Sci-Fi, Fantasy",5,5,12,36,4648,6.98,8
"Comedy, Romance",9,5,13,3,2250,6.59,18
"Comedy, Romance",9,4,1,3,7732,5.29,0
"Romance, Shounen, Action, Ecchi",6,5,12,282,1678,6.9,78
"Comedy, Otro",11,5,83,65,10609,6.55,2
"Fantasy, Otro",9,0,1,68,11201,5.44,0
Shounen,9,3,1,16,11272,5.24,2
"Comedy, Romance, Action",6,3,5,11,2332,7.57,107
"Romance, Otro",6,5,12,66,1148,8.34,858
"Comedy, Romance, Fantasy",14,4,1,7,6363,6.12,0
"Sci-Fi, Fantasy, Action",9,5,34,44,11219,6.76,1
Comedy,9,5,12,1,7062,6.41,2
"Sci-Fi, Romance, Action, Ecchi",5,5,12,298,514,6.57,398
"Fantasy, Shounen, Action, Supernatural, Ecchi",6,5,24,412,52,8.29,11558
"Comedy, Romance, Shounen",6,5,26,19,347,8.02,4522
"Comedy, Fantasy, Shounen, Action",6,5,291,29,70,8.31,21295
"Comedy, Romance, Fantasy, Shounen",9,0,1,23,3183,6.98,10
"Sci-Fi, Romance, Music, Action",9,5,12,8234,810,7.59,1201
Gore,8,3,1,16384,6754,6.32,4
"Comedy, Action",9,2,3,9,12593,4.89,0
"Comedy, Romance, Shounen, Ecchi",6,3,3,275,4853,6.37,2
"Shounen, Ecchi",5,4,6,272,2512,6.43,25
"Comedy, Romance, Shounen, Action",6,5,22,27,59,8.22,9953
"Comedy, Romance, Ecchi",5,5,12,259,101,7.47,3255
"Music, Supernatural",7,1,1,8320,8809,5.83,1
"Hentai, Otro",13,3,2,2112,5406,5.66,11
"Shounen, Action",6,3,1,24,5836,6.19,10
"Sci-Fi, Fantasy, Action",9,5,25,44,7248,6.64,6
"Comedy, Fantasy, Supernatural",5,4,7,133,3327,6.33,13
"Sci-Fi, Action",9,5,13,40,1433,7.26,168
"Action, Supernatural, Otro",5,4,1,200,1940,7.84,38
Fantasy,8,0,1,4,4079,7.03,34
Sci-Fi,5,0,1,32,3758,7.22,12
"Supernatural, Otro",5,0,1,192,392,8.43,1025
"Comedy, Fantasy, Shoujo",9,5,50,517,4994,7.09,30
"Sci-Fi, Romance",9,3,1,34,1529,7.46,201
"Romance, Shoujo",6,5,26,514,528,7.46,1992
"Sci-Fi, Romance, Shounen, Action",9,5,25,58,1052,7.32,531
"Sci-Fi, Sports, Shounen, Action",4,5,51,4152,5467,6.56,12
"Comedy, Romance",9,5,46,3,10787,6.5,1
"Comedy, Romance, Fantasy, Action",6,5,10,15,1208,7.37,168
"Fantasy, Otro",9,2,1,68,13653,4.0,0
"Comedy, Romance, Fantasy, Otro",6,5,51,71,9642,6.42,0
"Mistery, Comedy, Fantasy, Action",6,4,1,32781,7019,7.13,0
"Fantasy, Action, Supernatural",4,0,1,140,1746,7.81,128
"Sci-Fi, Romance, Music, Action",9,5,36,8234,1367,8.04,1246
Comedy,9,5,47,1,13829,5.5,0
"Sci-Fi, Romance, Action",9,5,49,42,845,7.84,2222
"Romance, Shoujo, Supernatural",9,3,2,642,2223,6.33,93
"Romance, Music",10,5,12,8194,1412,6.2,145
"Comedy, Romance, Fantasy, Action",9,0,1,15,1085,7.62,298
Hentai,13,3,2,2048,7539,5.8,3
"Comedy, Sci-Fi, Romance, Fantasy, Gore, Action, Supernatural, Ecchi, Otro",6,5,26,16879,2790,7.1,105
"Fantasy, Action, Supernatural",13,4,1,140,526,8.23,270
"Historical, Romance, Fantasy, Shounen, Action, Supernatural",9,5,156,1182,13057,5.45,0
"Comedy, Romance, Shounen",15,5,12,19,2777,7.96,129
"Comedy, Historical, Romance, Shoujo",6,0,1,1539,4590,7.19,7
"Sci-Fi, Romance",9,5,12,34,5988,6.08,3
"Sports, Ecchi",9,3,1,4352,3209,4.85,20
"Sci-Fi, Romance",8,4,1,34,7036,6.48,4
"Romance, Shoujo",6,5,13,514,192,7.67,3479
"Comedy, Romance, Fantasy, Shounen, Supernatural",6,0,1,151,714,6.98,153
"Comedy, Fantasy, Gore, Otro",10,0,1,16453,4761,6.57,7
"Romance, Supernatural",9,0,1,130,33,9.19,34912
"Sci-Fi, Fantasy, Shounen, Action",6,5,52,60,4213,7.23,61
Supernatural,9,0,1,128,7758,6.4,1
"Sci-Fi, Otro",9,5,47,96,9991,5.5,0
"Comedy, Romance",15,5,13,3,2177,6.96,57
"Fantasy, Otro",5,4,1,68,2522,6.99,14
"Comedy, Sci-Fi, Fantasy, Shounen, Supernatural",9,3,7,181,7399,6.61,6
"Comedy, Sci-Fi, Shounen, Action",9,3,6,57,2062,7.74,454
"Sci-Fi, Action",9,5,12,40,1200,7.39,193
"Romance, Otro",1,3,1,66,13110,6.4,0
"Comedy, Romance, Shounen",6,5,11,19,3793,5.57,5
"Comedy, Romance, Fantasy, Shoujo",9,5,38,519,6556,6.76,9
"Comedy, Romance",15,2,64,3,3569,7.22,30
"Sci-Fi, Romance, Otro",9,0,1,98,699,7.5,384
"Mistery, Comedy, Fantasy, Shounen, Otro",6,0,1,32853,1991,8.24,34
"Sci-Fi, Fantasy, Action",9,5,36,44,10410,6.31,1
"Mistery, Sci-Fi, Action, Otro",6,5,26,32872,6197,6.75,5
"Sci-Fi, Romance, Fantasy, Otro",4,3,1,102,2878,6.85,37
"Sci-Fi, Romance, Shounen, Action",6,5,92,58,3997,7.42,75
"Sci-Fi, Fantasy, Music, Gore",9,0,5,24612,3357,7.35,43
"Comedy, Romance, Fantasy, Shoujo",6,5,61,519,5041,7.55,39
"Comedy, Fantasy, Action",6,4,51,13,3146,6.91,30
"Romance, Fantasy, Shoujo, Gore, Supernatural, Otro",6,3,1,17094,6213,5.91,6
"Comedy, Sports, Romance, Shounen",6,5,0,4115,3875,7.6,28
Romance,9,5,13,2,586,7.49,828
"Romance, Hentai",6,3,2,2050,6012,6.5,16
Hentai,6,3,2,2048,6630,6.26,8
"Romance, Shoujo",13,3,1,514,3020,6.92,10
"Comedy, Sports, Romance",6,5,50,4099,1167,8.5,2114
"Comedy, Sports, Shounen, Action",6,4,1,4121,4971,6.88,7
"Sci-Fi, Fantasy, Shounen",9,5,43,52,6344,7.29,15
"Historical, Romance, Action",6,4,1,1034,3465,7.44,35
"Comedy, Shounen",6,0,1,17,9593,7.78,2
"Comedy, Fantasy, Action, Otro",4,4,1,77,9038,5.72,0
"Comedy, Sci-Fi, Fantasy",9,5,16,37,3218,6.82,74
"Comedy, Fantasy, Shounen, Action, Supernatural, Ecchi",6,5,12,413,3318,6.6,22
"Romance, Fantasy",1,0,1,6,5240,6.81,0
"Comedy, Sci-Fi, Romance, Supernatural, Otro",5,0,1,227,181,8.73,8525
"Fantasy, Shounen, Action",4,3,4,28,1753,7.26,156
"Comedy, Fantasy, Otro",9,5,26,69,9276,6.42,1
"Fantasy, Action, Supernatural, Otro",8,0,1,204,2116,7.54,121
"Historical, Romance, Supernatural",6,0,1,1154,6704,7.06,1
"Romance, Supernatural",13,5,13,130,1594,7.22,248
"Historical, Romance, Shounen, Supernatural",6,0,1,1170,3144,7.25,31
"Comedy, Otro",9,3,4,65,1431,6.58,109
"Comedy, Romance, Fantasy, Shounen, Ecchi",6,5,13,279,2296,6.48,49
"Fantasy, Shounen, Action",5,5,27,28,1684,7.33,168
"Shounen, Action, Supernatural",6,0,1,152,667,7.41,189
"Comedy, Romance, Fantasy",8,0,1,7,340,8.29,2020
"Comedy, Romance, Fantasy, Action, Otro",6,5,25,79,2507,7.51,100
"Sci-Fi, Romance, Gore, Otro",6,0,3,16482,1519,7.8,275
"Comedy, Sci-Fi, Fantasy, Shounen, Action",6,4,1,61,1680,7.35,29
"Romance, Ecchi",13,5,13,258,2191,7.02,40
"Comedy, Sci-Fi, Historical, Shounen, Action",6,0,2,1081,2773,8.52,32
"Sports, Shounen",8,5,39,4112,3098,7.35,63
"Historical, Fantasy",9,2,1,1028,10367,5.32,0
"Historical, Romance, Otro",6,5,13,1090,590,8.63,3259
"Comedy, Romance, Otro",6,5,24,67,500,8.14,3618
"Sci-Fi, Romance, Fantasy",8,5,26,38,2531,8.13,258
"Sci-Fi, Romance",6,2,1,34,7895,5.66,1
"Romance, Fantasy",9,4,1,6,4989,7.06,4
"Fantasy, Action",4,5,12,12,1387,6.84,124
"Sports, Romance, Shounen, Action",6,3,2,4122,9330,6.54,2
"Comedy, Sci-Fi, Romance",9,5,51,35,6317,7.27,18
"Fantasy, Shounen, Action, Otro",6,5,148,92,2231,7.22,1097
"Sci-Fi, Fantasy",8,2,6,36,6332,5.82,0
Romance,9,4,1,2,6398,5.68,0
"Comedy, Romance, Shounen, Ecchi",6,5,12,275,220,7.03,1676
"Comedy, Sports, Romance, Shounen, Action",6,3,4,4123,10151,7.31,2
"Comedy, Shounen, Ecchi",6,5,12,273,1860,7.1,62
"Comedy, Sci-Fi, Sports, Fantasy, Shounen, Action",6,5,51,4157,1906,6.76,81
Comedy,9,2,2,1,10896,5.08,0
"Historical, Shounen, Action",6,5,0,1048,4332,5.04,12
"Sci-Fi, Romance, Fantasy, Action",9,5,26,46,3096,7.69,131
"Comedy, Romance, Shounen",6,3,3,19,2890,7.55,17
"Comedy, Romance",9,5,13,3,2183,6.89,97
"Comedy, Sci-Fi, Romance, Ecchi",5,5,12,291,104,7.47,6725
"Comedy, Sci-Fi, Fantasy, Action",4,5,52,45,6413,7.07,34
Comedy,6,5,26,1,7574,6.37,5
"Historical, Romance, Fantasy, Action",9,0,1,1038,1041,8.32,1251
"Romance, Shoujo",9,2,7,514,1511,7.02,306
"Sci-Fi, Historical, Romance, Fantasy, Supernatural",6,5,13,1190,4791,7.23,21
"Mistery, Comedy, Romance, Shounen",6,4,1,32787,9807,7.61,1
"Comedy, Fantasy, Action, Otro",4,5,276,77,214,7.42,3737
"Comedy, Romance",6,5,13,3,1915,7.52,85
"Comedy, Romance, Shounen",5,5,13,19,129,7.76,4956
"Comedy, Romance, Shounen",6,5,12,19,736,7.46,346
Action,13,3,1,8,8135,5.77,1
"Sci-Fi, Shounen, Action, Ecchi",9,5,13,312,1316,7.29,395
"Comedy, Sci-Fi, Shounen",6,5,26,49,1053,7.55,844
"Comedy, Sports",6,4,1,4097,4405,7.41,4
"Comedy, Fantasy, Action",5,4,2,13,4555,6.94,2
Hentai,13,3,2,2048,4179,7.04,47
"Historical, Romance, Shounen",6,0,1,1042,1856,7.63,93
Fantasy,14,5,12,4,1389,6.33,87
Romance,15,4,12,2,3205,6.82,10
"Historical, Romance, Fantasy",8,5,10,1030,7209,7.03,5
"Romance, Shounen, Supernatural, Otro",5,5,24,210,1044,7.39,305
Romance,9,4,6,2,3659,7.04,8
Gore,9,4,1,16384,12005,3.81,0
"Comedy, Otro",9,5,52,65,12147,6.27,0
"Romance, Gore, Shounen, Action, Supernatural, Otro",6,5,12,16602,6,8.0,28883
"Comedy, Sci-Fi, Fantasy, Shounen, Action",9,5,12,61,3077,6.71,28
"Comedy, Romance",6,4,25,3,3324,7.01,16
"Sci-Fi, Fantasy, Action, Otro",5,5,12,108,551,7.3,414
"Mistery, Sci-Fi, Romance, Otro",9,0,1,32866,2998,7.85,253
"Comedy, Sports, Shounen, Action",6,5,13,4121,1854,7.64,200
Comedy,9,2,10,1,5192,6.12,3
"Romance, Otro",9,5,22,66,2037,7.17,129
"Comedy, Fantasy, Action",4,5,26,13,3388,6.82,32
"Comedy, Sci-Fi, Historical, Shounen, Action",6,5,51,1081,383,9.15,5668
"Fantasy, Shoujo, Otro",9,0,1,580,6689,7.44,2
"Sci-Fi, Fantasy",8,5,26,36,5475,7.61,24
"Romance, Fantasy, Shounen",4,2,4,22,3739,6.42,26
"Sci-Fi, Romance, Action",9,0,1,42,2399,7.65,203
"Sci-Fi, Romance, Fantasy",6,0,1,38,6267,6.93,2
"Historical, Romance, Action, Supernatural, Ecchi, Otro",13,4,1,1482,3711,7.19,14
"Fantasy, Shounen, Action, Supernatural",6,3,2,156,4112,7.44,11
"Comedy, Romance, Shounen",15,5,12,19,492,7.26,502
"Sci-Fi, Otro",9,0,1,96,5302,7.26,3
"Fantasy, Shounen, Action",4,0,1,28,3641,7.18,13
"Sci-Fi, Romance, Action",9,3,3,42,1992,7.86,190
"Fantasy, Otro",6,4,2,68,13187,5.0,1
"Romance, Fantasy, Shounen",6,5,12,22,2225,7.59,87
"Comedy, Sci-Fi, Fantasy, Shounen",9,5,50,53,8015,7.16,6
"Comedy, Romance",6,4,2,3,5131,6.85,0
"Comedy, Sports, Fantasy, Action, Otro",9,0,1,4173,4595,6.0,4
"Comedy, Sports, Shounen",6,5,12,4113,4083,5.87,4
"Comedy, Fantasy, Otro",4,3,2,69,3738,6.64,6
"Sci-Fi, Fantasy, Action",8,5,26,44,4992,6.71,16
"Comedy, Shounen",9,5,0,17,6271,7.05,2
Hentai,6,3,6,2048,4537,7.18,56
Comedy,10,5,26,1,11458,6.42,0
"Comedy, Romance, Fantasy, Ecchi",6,5,11,263,871,6.61,287
"Comedy, Otro",9,5,50,65,12347,5.75,0
"Sci-Fi, Romance, Gore, Shounen, Action, Supernatural, Ecchi, Otro",6,0,1,16890,1888,7.62,130
Otro,9,5,101,64,11199,6.47,0
"Romance, Ecchi",10,4,2,258,3396,6.65,16
"Comedy, Historical, Romance, Fantasy, Action",6,0,1,1039,877,8.03,730
"Romance, Shounen, Otro",6,5,22,82,990,9.1,2257
"Comedy, Shounen, Action",9,5,22,25,917,6.97,740
"Comedy, Romance, Fantasy, Shounen, Action",9,5,50,31,908,7.24,432
"Sci-Fi, Otro",9,3,1,96,4428,6.45,14
"Comedy, Fantasy",4,5,51,5,10986,6.34,0
"Comedy, Fantasy, Shounen, Action",6,4,1,29,1743,6.68,56
"Romance, Shoujo, Ecchi",8,5,12,770,894,6.51,678
"Fantasy, Shounen, Action",6,5,13,28,512,8.13,640
"Comedy, Romance",13,5,12,3,1573,7.14,168
"Sci-Fi, Gore, Action, Supernatural",8,0,1,16552,1536,7.22,287
"Historical, Fantasy, Gore, Shounen, Supernatural, Otro",9,5,12,17620,664,8.46,3700
"Comedy, Romance",15,4,1,3,3459,6.48,5
"Comedy, Romance, Fantasy, Shoujo",6,0,1,519,1959,7.76,101
"Comedy, Romance, Shounen",6,5,21,19,690,7.68,458
"Romance, Shoujo",6,0,1,514,5961,6.28,7
Ecchi,5,4,6,256,2829,6.72,8
"Comedy, Romance, Shounen",6,5,26,19,2756,7.41,99
"Comedy, Fantasy, Otro",1,5,52,69,4750,6.43,11
"Fantasy, Action, Supernatural",9,4,1,140,7582,6.08,1
"Comedy, Fantasy, Action",9,5,12,13,1525,6.97,115
"Comedy, Romance, Otro",9,5,130,67,11518,6.27,0
Comedy,9,5,12,1,3073,5.87,8
"Comedy, Fantasy, Shoujo",9,5,39,517,7603,6.67,3
"Comedy, Sci-Fi, Otro",9,5,12,97,6585,4.83,1
"Historical, Shoujo, Action, Supernatural",6,5,12,1672,1105,7.6,553
"Sci-Fi, Romance, Gore, Supernatural, Otro",9,5,13,16610,224,8.0,10049
Sci-Fi,6,0,1,32,8842,6.05,0
Fantasy,4,5,75,4,3580,6.33,23
"Sports, Shounen, Action",9,5,21,4120,10125,6.32,0
Comedy,6,5,12,1,7501,7.27,0
"Comedy, Romance, Shounen, Action, Ecchi",9,5,24,283,28,8.19,21865
"Sports, Otro",9,5,26,4160,11396,4.83,0
"Sci-Fi, Romance, Music, Action",9,3,15,8234,3568,7.05,59
"Comedy, Romance",6,4,3,3,3290,7.78,17
"Mistery, Comedy, Fantasy, Shounen, Otro",6,0,1,32853,1852,7.96,45
"Romance, Shounen, Ecchi",6,3,1,274,1184,6.23,192
"Romance, Fantasy, Shounen, Action, Supernatural",6,5,26,158,505,7.64,2039
Hentai,13,3,2,2048,5973,6.04,11
"Romance, Fantasy",9,5,13,6,765,8.65,2494
"Historical, Romance, Fantasy",8,4,2,1030,9688,6.74,0
"Romance, Fantasy, Shoujo, Shounen",6,3,1,534,9142,4.83,0
Otro,11,0,1,64,11754,5.83,0
"Comedy, Romance, Ecchi",9,5,9,259,2915,6.0,15
"Sci-Fi, Action",9,0,1,40,295,8.44,2176
"Sci-Fi, Romance, Action",8,3,28,42,3620,8.07,15
"Comedy, Sci-Fi, Action, Ecchi",13,3,2,297,6623,6.35,2
"Fantasy, Shoujo, Action",9,5,49,524,3675,6.89,82
"Comedy, Romance, Fantasy, Action, Supernatural",13,5,11,143,1345,7.44,334
"Comedy, Fantasy, Gore",6,5,100,16389,6353,7.06,14
Hentai,13,3,3,2048,3252,7.37,207
"Sci-Fi, Shounen, Action",6,3,2,56,8974,6.12,1
"Historical, Shounen, Hentai, Action",9,3,4,3096,5354,6.42,15
"Mistery, Comedy, Romance",6,3,6,32771,8505,6.26,1
"Comedy, Fantasy, Shoujo",6,5,51,517,7129,7.01,6
"Historical, Romance, Fantasy",1,5,24,1030,740,7.8,1127
"Comedy, Shounen, Action",9,4,1,25,1701,7.64,94
"Sci-Fi, Action",10,2,10,40,3584,6.64,5
"Romance, Fantasy",9,5,26,6,195,8.24,7145
"Romance, Fantasy, Shounen, Supernatural",6,0,1,150,2852,7.14,20
"Sci-Fi, Historical, Otro",8,0,1,1120,1587,7.02,161
"Fantasy, Shounen, Action",4,0,1,28,500,7.88,1108
"Fantasy, Shounen, Action",13,5,11,28,1056,5.48,141
"Comedy, Romance, Action",8,2,10,11,11507,5.36,1
"Fantasy, Shounen, Action",4,3,3,28,2872,7.59,58
"Romance, Fantasy, Action",5,5,12,14,287,7.36,1566
"Historical, Action, Otro",10,0,1,1096,13510,5.05,0
Otro,2,5,64,64,4927,7.11,24
"Comedy, Romance",15,5,12,3,10323,3.51,0
"Comedy, Fantasy, Supernatural",15,5,48,133,2841,7.01,32
"Comedy, Sci-Fi, Romance, Shounen",12,5,20,51,5719,6.68,18
"Mistery, Sci-Fi, Fantasy, Action",9,5,25,32812,3352,7.28,59
"Comedy, Romance",6,4,1,3,4142,7.62,3
"Comedy, Romance, Otro",6,5,13,67,4900,5.92,3
"Comedy, Action, Supernatural, Ecchi",4,5,13,393,1109,6.71,195
"Comedy, Romance",8,0,1,3,2300,8.34,320
"Romance, Shoujo, Otro",6,4,1,578,4232,7.28,17
"Romance, Shoujo",6,3,2,514,2392,6.59,106
"Gore, Otro",10,3,3,16448,8528,6.22,2
"Fantasy, Action",9,3,5,12,12201,6.74,2
"Comedy, Romance, Supernatural, Ecchi",5,3,1,387,1196,7.45,167
"Romance, Fantasy, Supernatural",5,5,12,134,75,7.87,7745
"Fantasy, Action, Ecchi",6,3,1,268,4118,5.42,26
Hentai,13,3,2,2048,5698,7.32,8
"Sci-Fi, Romance, Shounen, Action",9,5,23,58,6734,7.11,10
"Romance, Fantasy, Supernatural",4,3,7,134,4807,6.57,13
"Comedy, Romance",15,5,12,3,440,7.6,1210
Hentai,13,3,4,2048,8185,6.19,1
"Comedy, Romance, Fantasy, Shounen, Action",6,4,2,31,1554,7.8,233
"Historical, Romance",6,5,21,1026,5669,7.66,28
"Comedy, Sci-Fi, Romance, Fantasy, Action",6,4,1,47,6534,6.89,1
"Romance, Fantasy, Shounen, Action",6,0,1,30,1580,7.69,93
"Comedy, Romance, Shounen",6,5,12,19,395,8.01,3269
"Historical, Fantasy, Shounen",10,5,52,1044,4390,7.3,43
"Music, Ecchi",13,3,1,8448,5279,6.71,3
"Sci-Fi, Shounen, Action",9,5,12,56,4534,6.63,3
"Comedy, Sci-Fi, Fantasy, Action",6,4,1,45,10407,5.42,0
"Comedy, Romance",6,5,13,3,1909,7.31,107
"Fantasy, Shoujo",4,5,51,516,4267,7.16,56
"Sci-Fi, Action",9,5,13,40,2563,6.03,24
"Comedy, Sports, Fantasy",6,5,51,4101,3375,6.85,42
"Romance, Shounen",6,5,12,18,882,7.66,420
"Comedy, Fantasy, Otro",4,5,12,69,5835,5.65,0
"Comedy, Romance, Shounen",14,5,12,19,150,7.23,3592
"Comedy, Romance, Shoujo",6,4,12,515,8056,6.74,0
"Comedy, Shoujo",6,3,1,513,3958,6.59,15
Comedy,6,4,2,1,2761,7.12,34
"Comedy, Sci-Fi, Romance, Fantasy",6,5,43,39,6652,7.3,30
"Sci-Fi, Romance, Action",6,3,1,42,8767,5.53,1
Comedy,6,5,12,1,10980,5.53,0
"Fantasy, Shounen, Action",4,3,1,28,4594,6.32,7
"Comedy, Fantasy, Otro",9,5,51,69,9319,6.7,3
"Comedy, Romance, Fantasy, Shoujo",6,5,74,519,3812,7.46,73
"Comedy, Romance, Fantasy",6,0,1,7,6911,6.62,1
"Comedy, Fantasy, Shoujo",15,5,13,517,1354,7.13,234
"Sci-Fi, Romance, Action",9,5,50,42,1097,7.32,1123
"Comedy, Romance, Shounen",14,5,13,19,2525,5.89,12
"Sci-Fi, Romance, Fantasy, Supernatural",6,5,26,166,2171,6.75,157
"Fantasy, Action, Supernatural",5,0,1,140,5863,6.3,6
"Fantasy, Action, Otro",2,5,51,76,8743,6.31,3
"Comedy, Romance",6,4,1,3,2208,7.74,28
"Romance, Supernatural",9,2,1,130,10201,5.54,0
"Comedy, Romance, Shoujo, Music, Ecchi",13,5,13,8963,2565,7.35,170
"Romance, Otro",13,4,1,66,3610,7.45,10
"Comedy, Romance, Shounen, Ecchi",6,5,12,275,1066,6.78,229
"Comedy, Fantasy, Shounen, Action, Otro",6,5,24,93,3643,7.98,22
"Comedy, Hentai, Ecchi",9,3,3,2305,3053,6.94,188
"Comedy, Romance, Fantasy",1,0,1,7,3191,7.84,155
"Comedy, Sci-Fi, Action",6,5,13,41,1312,7.52,316
"Comedy, Romance, Shounen, Ecchi",1,5,12,275,1743,6.79,57
"Historical, Romance, Shounen, Action",6,3,2,1050,2913,7.16,30
"Comedy, Shounen, Otro",9,5,32,81,10594,5.64,0
"Romance, Fantasy",9,0,1,6,8030,6.77,2
"Sci-Fi, Fantasy, Shoujo",9,5,26,548,5004,6.65,22
"Sci-Fi, Fantasy",9,3,1,36,7577,5.72,1
"Comedy, Sci-Fi, Action, Ecchi",6,5,12,297,2017,6.6,75
"Fantasy, Music, Shounen, Ecchi",6,1,4,8468,5226,6.15,7
"Comedy, Fantasy, Shounen, Supernatural",6,4,6,149,1108,7.68,433
"Sci-Fi, Romance, Action",9,5,13,42,3103,7.44,59
"Comedy, Romance",6,3,2,3,2257,7.88,28
"Comedy, Sports, Romance",9,2,1,4099,4461,6.29,1
"Romance, Fantasy, Shounen, Action",6,3,0,30,8052,5.94,0
Comedy,6,5,12,1,6632,7.42,2
Romance,13,3,2,2,3789,6.44,11
"Comedy, Fantasy, Action, Otro",4,5,47,77,2050,7.8,361
Fantasy,11,2,1,4,13797,5.1,0
"Sci-Fi, Action",5,5,24,40,913,7.38,319
"Romance, Shounen, Action, Supernatural",6,3,1,154,1997,7.22,63
Comedy,6,5,56,1,6816,6.86,19
"Sci-Fi, Romance, Fantasy, Ecchi",13,5,12,294,3010,5.31,19
"Sci-Fi, Romance, Supernatural, Otro",6,5,24,226,2462,6.85,56
"Mistery, Sci-Fi, Fantasy",10,5,37,32804,9662,5.65,0
"Sci-Fi, Romance, Fantasy",6,5,14,38,5711,7.46,8
"Historical, Fantasy",10,0,1,1028,1106,8.32,779
"Comedy, Historical, Fantasy, Shounen, Action",6,0,1,1053,8175,6.19,1
"Romance, Hentai",6,3,2,2050,4024,7.29,74
"Sci-Fi, Fantasy, Action",4,2,5,44,6941,6.0,4
Comedy,4,5,20,1,11771,6.31,0
"Romance, Shoujo",6,4,3,514,5869,6.93,6
"Comedy, Romance, Shoujo, Shounen, Action, Ecchi",5,5,12,795,432,6.64,696
"Sci-Fi, Shounen, Action",10,5,24,56,1070,7.37,503
"Sci-Fi, Action, Supernatural",10,3,1,168,9505,6.11,1
"Romance, Fantasy, Shoujo",6,0,1,518,1783,7.78,191
"Romance, Music",6,1,1,8194,6916,6.18,0
Ecchi,5,3,2,256,3341,6.78,10
"Fantasy, Action",6,5,12,12,2953,6.82,41
"Comedy, Fantasy",4,5,13,5,2588,6.38,32
"Comedy, Romance",9,5,12,3,5470,6.3,4
Hentai,13,3,3,2048,7215,5.92,1
"Sci-Fi, Fantasy, Shounen, Action",5,5,24,60,2964,7.37,91
"Comedy, Romance",5,5,13,3,74,8.11,13951
"Romance, Fantasy, Shoujo, Gore",9,0,1,16902,2224,7.6,303
"Shounen, Action, Supernatural",9,2,12,152,10828,4.6,0
"Sci-Fi, Romance, Shounen, Action",8,0,1,58,3934,6.32,8
"Comedy, Romance, Shounen, Supernatural",6,4,2,147,2309,7.77,40
Fantasy,10,5,26,4,3188,5.81,5
"Mistery, Comedy, Shounen, Otro",6,3,1,32849,3647,7.53,4
"Comedy, Romance, Fantasy",6,5,25,7,5536,6.88,15
Comedy,9,3,1,1,2535,7.42,20
"Comedy, Sports, Romance, Shounen",6,4,1,4115,2258,8.2,55
"Comedy, Romance, Ecchi, Otro",5,5,12,323,307,7.08,724
"Comedy, Sci-Fi, Romance, Shounen, Ecchi",9,5,26,307,2315,6.94,94
"Comedy, Romance, Otro",8,5,11,67,421,8.65,9442
"Comedy, Fantasy, Action, Supernatural, Ecchi",5,5,10,397,293,7.71,687
"Mistery, Action",6,3,1,32776,9217,5.86,1
"Romance, Shoujo",6,5,25,514,1362,7.13,682
Gore,10,0,1,16384,10455,6.08,0
"Comedy, Romance, Fantasy",6,4,1,7,1498,7.91,64
