Genres,Decimal,Episodes,Type,Source,Romance,Shoujo,Ecchi,Shounen,Fantasy,Comedy,Music,Sports,Hentai,Historical,Mistery,Thriller,Supernatural,Gore,SciFi,Action,Otro,Members,Score,Favorites
"Historical, Romance, Otro",1090,12,5,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,74830,8.87,1395
"Comedy, Sci-Fi, Fantasy, Shounen",53,12,5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,6483,6.71,12
"Romance, Hentai, Supernatural",2178,2,3,13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4268,6.51,38
"Fantasy, Shounen, Action, Supernatural",156,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,108779,7.88,495
"Fantasy, Shounen, Action",28,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,95471,7.57,165
Fantasy,4,26,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31446,7.25,100
"Comedy, Fantasy, Shounen, Action, Supernatural",157,12,5,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,300154,7.48,3587
Ecchi,256,0,5,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8117,5.26,28
"Comedy, Sci-Fi, Romance, Fantasy, Shounen, Action, Supernatural",191,26,5,6,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,12960,6.71,27
"Sci-Fi, Romance, Shounen, Action",58,1,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,28352,8.18,87
"Romance, Fantasy, Action",14,3,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9191,7.64,138
Romance,2,1,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3152,5.77,1
"Comedy, Supernatural, Ecchi",385,1,3,6,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,176439,6.75,300
"Romance, Fantasy, Ecchi",262,12,5,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87328,6.43,116
"Romance, Otro",66,11,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28032,7.45,124
"Fantasy, Shounen, Supernatural",148,1,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1057,6.81,2
"Fantasy, Shoujo, Action",524,48,5,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14616,7.2,203
"Historical, Fantasy, Action",1036,13,5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,72818,6.8,287
"Fantasy, Shounen, Action",28,148,5,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,720920,9.11,64375
"Comedy, Romance, Shounen",19,12,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,92898,8.23,855
Comedy,1,3,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,876,6.35,5
"Romance, Fantasy, Shoujo, Supernatural",646,11,5,6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,80448,8.64,459
"Comedy, Historical, Shounen, Action",1049,1,4,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,14220,8.14,32
"Romance, Gore, Action, Otro",16458,11,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,121450,7.77,1926
"Comedy, Romance, Fantasy, Shounen, Action",31,12,5,6,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,148187,7.53,1894
"Romance, Shounen, Action, Thriller",65562,26,5,13,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,201912,8.11,3688
"Comedy, Romance, Shounen, Ecchi",275,4,3,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23492,6.49,33
Romance,2,1,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012,5.8,0
"Sports, Romance, Shounen, Action",4122,1,3,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,18012,7.64,56
"Comedy, Romance, Otro",67,26,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2646,6.52,1
"Fantasy, Action, Supernatural",140,12,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,203008,7.11,1506
"Comedy, Historical, Romance, Action, Ecchi",1291,12,5,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,120462,6.95,257
"Comedy, Romance",3,12,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71644,7.38,289
"Romance, Shoujo",514,12,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65420,6.9,135
"Sci-Fi, Otro",96,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37433,7.1,178
"Comedy, Romance",3,6,3,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9670,7.91,25
Comedy,1,1,4,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4595,6.83,4
Romance,2,11,2,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,6.03,1
"Sci-Fi, Fantasy",36,48,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2630,6.81,7
"Comedy, Romance, Shounen",19,11,5,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,87685,8.33,448
Sports,4096,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31678,7.2,85
"Comedy, Romance",3,13,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4344,6.56,14
"Sci-Fi, Romance, Action",42,1,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10833,7.48,23
"Sports, Shounen",4112,1,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7566,7.92,23
"Sci-Fi, Romance, Action",42,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6106,7.26,10
"Mistery, Comedy, Fantasy, Shounen, Otro",32853,1,0,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,24237,7.61,11
Hentai,2048,4,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3937,6.48,9
Romance,2,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45376,6.69,180
"Comedy, Sci-Fi, Fantasy, Shounen, Action",61,12,5,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,4048,6.91,15
"Comedy, Romance",3,12,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,419349,7.34,4188
"Fantasy, Shoujo, Otro",580,1,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2899,6.91,4
"Comedy, Shoujo",513,25,5,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106612,7.86,2193
"Comedy, Romance, Fantasy, Shounen, Supernatural",151,22,5,6,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,48328,7.66,163
Action,8,12,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69028,7.56,235
"Comedy, Fantasy, Action",13,48,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,27404,6.89,62
"Romance, Ecchi",258,13,5,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15125,6.3,16
Sci-Fi,32,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5687,5.47,3
"Fantasy, Shounen",20,24,5,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,168,6.14,1
"Sports, Shounen",4112,23,5,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6517,6.16,10
Comedy,1,9,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32815,6.73,54
"Comedy, Romance",3,26,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,593,6.57,2
"Comedy, Otro",65,10,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,336,5.5,1
"Comedy, Romance",3,13,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51282,7.63,62
"Comedy, Fantasy",5,13,5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5250,7.09,20
"Comedy, Sci-Fi, Fantasy, Shounen, Otro",117,39,5,9,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,6435,6.37,15
"Comedy, Ecchi",257,6,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8234,6.7,3
Comedy,1,3,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1012,5.32,2
Fantasy,4,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2242,7.18,12
"Comedy, Ecchi, Otro",321,13,5,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26935,5.97,29
"Comedy, Sci-Fi, Romance, Fantasy, Action",47,1,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3398,6.99,1
"Comedy, Romance, Shoujo",515,10,2,13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6863,6.66,19
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3819,6.74,11
"Comedy, Romance, Ecchi",259,9,4,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26531,7.21,131
"Action, Supernatural, Thriller",65672,1,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1743,5.77,0
"Comedy, Fantasy, Supernatural",133,1,3,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,120509,7.86,202
"Historical, Fantasy, Shounen, Action",1052,10,5,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1653,6.68,11
"Romance, Shoujo",514,2,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25742,7.25,71
"Comedy, Romance, Fantasy, Shoujo, Otro",583,172,5,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10915,7.43,111
"Sci-Fi, Romance, Action",42,25,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,55184,8.26,660
Comedy,1,13,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,226,5.35,0
Romance,2,13,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6526,6.33,11
"Comedy, Romance, Fantasy",7,24,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,16764,7.16,114
"Fantasy, Action",12,4,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15788,7.34,25
"Fantasy, Otro",68,15,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4421,7.88,5
Otro,64,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17035,7.68,102
"Fantasy, Shoujo, Music",8708,1,3,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1390,7.18,3
"Comedy, Sports, Shounen",4113,21,5,9,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,142,5.8,0
"Comedy, Shounen, Action",25,12,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,642,6.64,2
"Comedy, Sci-Fi, Romance, Fantasy",39,26,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7657,7.39,113
"Romance, Gore",16386,1,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,77108,6.32,139
"Comedy, Fantasy, Shounen, Action",29,1,0,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,29537,7.26,48
"Historical, Fantasy",1028,1,0,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,54,4.55,0
Otro,64,52,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149,4.64,0
"Comedy, Sci-Fi, Fantasy, Action, Otro",109,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,57247,7.08,66
"Sports, Romance, Shoujo, Music",12802,19,5,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2658,6.69,14
"Comedy, Sci-Fi, Romance",35,1,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30247,7.64,56
"Comedy, Sci-Fi, Romance, Shounen, Action, Ecchi",315,12,5,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,30794,6.69,47
"Sci-Fi, Historical, Action",1064,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1432,6.18,2
"Romance, Fantasy, Shoujo, Action",526,1,0,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1379,7.38,1
Fantasy,4,52,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1584,6.77,5
"Romance, Shounen, Action",26,12,5,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8754,7.5,30
"Comedy, Romance",3,1,4,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6375,7.43,4
"Sci-Fi, Fantasy, Action, Otro",108,13,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,135145,7.3,1019
"Comedy, Romance, Shounen, Action, Ecchi",283,12,5,15,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,25589,5.89,16
"Comedy, Shounen",17,1,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,72,6.36,0
"Fantasy, Shounen, Action, Supernatural, Otro",220,59,5,9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,11830,7.36,63
"Mistery, Comedy, Fantasy, Shounen, Otro",32853,1,0,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,33950,8.0,46
"Sci-Fi, Romance, Shoujo, Otro",610,1,4,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17330,6.24,41
"Romance, Gore, Shounen, Supernatural, Otro",16594,12,5,6,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,226392,7.93,3060
"Comedy, Romance, Fantasy",7,1,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1668,6.69,0
"Comedy, Sports",4097,12,5,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7154,6.73,10
"Comedy, Romance",3,1,4,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,660,6.5,0
"Comedy, Romance, Otro",67,13,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26382,7.47,172
"Romance, Gore, Action, Supernatural",16522,13,5,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,43671,7.5,355
"Historical, Romance, Shounen",1042,6,4,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2991,6.41,0
Comedy,1,4,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9319,6.38,29
"Fantasy, Shounen, Action",28,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,176390,7.55,657
"Romance, Music, Shounen, Ecchi",8466,12,5,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,136544,6.73,587
"Comedy, Sci-Fi, Shounen",49,13,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,65234,7.53,282
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4271,6.84,13
"Comedy, Sports, Romance, Otro",4163,1,4,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,493,5.64,0
Romance,2,1,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,6.51,1
"Sci-Fi, Romance, Action",42,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16650,8.17,36
"Sci-Fi, Romance, Action",42,7,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,52688,8.31,1066
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2728,6.54,9
"Gore, Otro",16448,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4342,4.4,0
"Gore, Supernatural",16512,13,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,49164,7.18,159
"Action, Supernatural",136,12,5,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,61511,5.69,74
"Fantasy, Shounen, Action",28,14,3,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,72065,8.38,195
"Fantasy, Otro",68,12,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,152358,7.47,817
"Sci-Fi, Romance, Fantasy, Action",46,24,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,66781,6.81,179
"Mistery, Action",32776,4,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5115,6.35,38
"Sci-Fi, Fantasy, Shounen",52,44,5,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1242,6.9,2
"Mistery, Comedy, Fantasy, Shounen, Otro",32853,1,0,6,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,28158,7.96,26
"Comedy, Sci-Fi",33,50,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,495,6.56,1
"Music, Gore",24576,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,61,3.77,0
"Comedy, Sports, Romance",4099,25,5,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33211,8.46,307
"Comedy, Romance, Shoujo, Music",8707,47,5,6,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,262266,8.51,12291
"Fantasy, Action",12,12,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,69667,6.23,117
"Mistery, Comedy, Sci-Fi, Fantasy, Shounen, Action, Ecchi",33085,13,5,9,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,7383,6.66,17
"Comedy, Fantasy, Shounen, Action, Otro",93,1,4,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3337,7.23,2
"Comedy, Romance",3,0,5,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,340,5.54,1
"Comedy, Shounen",17,7,4,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5712,6.97,6
"Sci-Fi, Romance, Action",42,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2491,7.42,2
"Mistery, Sci-Fi, Fantasy, Action",32812,1,4,9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1879,7.22,1
"Comedy, Romance, Ecchi",259,1,3,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4164,6.1,12
"Comedy, Sci-Fi, Fantasy, Shounen",53,25,5,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4336,6.75,8
"Comedy, Shounen, Otro",81,1,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,5565,7.04,3
"Comedy, Fantasy, Action, Otro",77,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,227,5.77,0
"Historical, Romance, Fantasy",1030,33,5,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22086,8.45,318
"Sci-Fi, Fantasy, Action",44,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3336,6.93,5
"Comedy, Romance, Shounen, Supernatural",147,120,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,144096,8.56,2969
"Comedy, Sci-Fi, Shounen",49,1,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1261,7.49,8
Comedy,1,1,4,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123,6.11,0
"Romance, Shounen, Action, Supernatural",154,12,5,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,307662,7.8,1756
"Sports, Romance, Shoujo, Music",12802,51,5,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6610,7.75,121
Otro,64,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58313,7.26,100
"Comedy, Romance, Ecchi",259,12,5,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132383,7.45,635
"Comedy, Romance, Shounen, Supernatural",147,24,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,61570,8.67,473
"Comedy, Fantasy, Action, Otro",77,191,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,64651,7.24,283
"Comedy, Sci-Fi, Romance, Shounen, Supernatural, Ecchi",435,12,5,6,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,187755,7.75,920
"Comedy, Fantasy, Action, Otro",77,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1181,6.35,0
"Comedy, Sci-Fi, Romance, Fantasy, Otro",103,26,5,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,95553,8.15,1333
"Comedy, Romance, Shounen, Supernatural",147,12,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2922,6.81,10
"Romance, Shoujo",514,1,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7111,5.59,4
"Comedy, Romance, Supernatural, Otro",195,13,5,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,89671,8.3,480
"Sports, Romance",4098,26,5,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7131,7.27,35
"Sports, Action, Ecchi",4360,12,5,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,32600,5.92,57
"Historical, Fantasy, Shoujo, Gore, Supernatural",18052,2,3,6,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,2787,6.19,2
"Mistery, Sci-Fi, Shounen, Action, Otro",32888,26,5,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,149392,8.55,2392
"Fantasy, Music",8196,0,2,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,127,4.41,0
"Comedy, Historical, Fantasy, Ecchi",1285,12,5,13,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,23845,6.94,41
"Fantasy, Action, Supernatural, Ecchi",396,8,3,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,71129,7.27,170
"Comedy, Romance",3,1,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4790,7.83,4
"Comedy, Fantasy, Otro",69,1,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,177,5.86,1
"Comedy, Shounen, Supernatural, Otro",209,25,5,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,49846,7.71,544
"Comedy, Romance, Fantasy",7,24,5,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,106541,8.06,1320
"Comedy, Fantasy, Otro",69,23,5,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1481,7.48,2
Romance,2,12,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42975,5.64,57
"Comedy, Shoujo",513,22,5,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,382,6.77,1
"Sports, Shounen",4112,51,5,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19456,7.38,173
Romance,2,1,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,5.32,0
"Comedy, Shounen",17,26,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5515,8.04,25
"Comedy, Romance, Ecchi",259,13,5,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4023,5.95,6
"Comedy, Romance, Otro",67,0,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1720,7.31,17
"Comedy, Sports, Romance, Shounen",4115,25,5,6,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,351815,8.49,3575
"Sci-Fi, Romance, Fantasy, Action",46,52,5,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,15745,7.74,175
Fantasy,4,1,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11373,7.41,16
"Comedy, Sci-Fi, Romance, Shounen, Action, Otro",123,1,0,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,11094,6.86,29
"Comedy, Historical, Romance, Fantasy, Supernatural, Otro",1223,12,5,6,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,74484,7.17,370
"Comedy, Romance, Fantasy, Ecchi",263,24,5,5,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,71300,6.94,228
"Fantasy, Otro",68,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3312,6.07,0
"Comedy, Fantasy",5,24,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,104,6.64,0
"Comedy, Romance, Supernatural",131,25,5,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8081,8.12,89
"Sci-Fi, Fantasy, Shounen, Action",60,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1720,6.67,2
"Shounen, Supernatural, Thriller, Otro",65744,13,5,8,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,42886,7.28,190
Hentai,2048,2,3,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3111,6.73,12
"Fantasy, Ecchi",260,12,2,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4508,5.88,4
"Fantasy, Gore, Otro",16452,3,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,9204,6.59,17
"Comedy, Gore",16385,12,5,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,98922,7.39,598
"Comedy, Romance, Music",8195,25,5,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,102438,7.71,1415
"Romance, Fantasy, Shounen",22,1,4,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6658,7.37,20
"Fantasy, Action",12,24,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,37082,6.35,94
"Romance, Shounen, Action, Otro",90,50,5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,11397,7.35,55
"Romance, Fantasy",6,2,3,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1256,5.91,3
"Comedy, Fantasy",5,13,5,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3778,7.23,3
Hentai,2048,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3374,6.78,11
Hentai,2048,2,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9804,6.01,101
"Mistery, Sci-Fi, Shounen",32816,1,4,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3428,6.7,6
